migration_speed,adhesion_force_other,adhesion_force_pmec_multiple,internal_force,repeat,type,average_speed_x,average_speed_total
0.0005,0.0001,1.5,0.05,2,VM,0.0,0.0
0.0005,0.0001,1.5,0.05,2,Other,0.00634353482566665,0.04612316878471471
0.0005,0.0001,1.5,0.1,0,PMEC,0.007782377458730478,0.06794699191292736
0.0005,0.0001,1.5,0.1,0,VM,0.0,0.0
0.0005,0.0001,1.5,0.1,0,Other,0.004633920071886813,0.06916930482981289
0.0005,0.0001,1.5,0.1,1,PMEC,0.007559229330359892,0.06712651926229893
0.0005,0.0001,1.5,0.1,1,VM,0.0,0.0
0.0005,0.0001,1.5,0.1,1,Other,0.004637230977613937,0.06954803833654946
0.0005,0.0001,1.5,0.1,2,PMEC,0.008108675936748636,0.06714586984136912
0.0005,0.0001,1.5,0.1,2,VM,0.0,0.0
0.0005,0.0001,1.5,0.1,2,Other,0.004372296290567148,0.06867611200263908
0.0005,0.0001,2,0.001,0,PMEC,0.025215181812515336,0.02749635857686797
0.0005,0.0001,2,0.001,0,VM,0.0,0.0
0.0005,0.0001,2,0.001,0,Other,0.02566249071692399,0.027965860592348412
0.0005,0.0001,2,0.001,1,PMEC,0.029494848741147606,0.03128528882510469
0.0005,0.0001,2,0.001,1,VM,0.0,0.0
0.0005,0.0001,2,0.001,1,Other,0.026368581881852208,0.028252763346662896
0.0005,0.0001,2,0.001,2,PMEC,0.027403089247946995,0.02928032682160675
0.0005,0.0001,2,0.001,2,VM,0.0,0.0
0.0005,0.0001,2,0.001,2,Other,0.026414024518303988,0.02824346687103598
0.0005,0.0001,2,0.005,0,PMEC,0.027356969815371328,0.03279855820942207
0.0005,0.0001,2,0.005,0,VM,0.0,0.0
0.0005,0.0001,2,0.005,0,Other,0.02635988379916837,0.03191719735912722
0.0005,0.0001,2,0.005,1,PMEC,0.027948781866631876,0.0335279241955099
0.0005,0.0001,2,0.005,1,VM,0.0,0.0
0.0005,0.0001,2,0.005,1,Other,0.025469594560724788,0.03151742971321338
0.0005,0.0001,2,0.005,2,PMEC,0.027180677901625507,0.032552039611770556
0.0005,0.0001,2,0.005,2,VM,0.0,0.0
0.0005,0.0001,2,0.005,2,Other,0.02592670104224846,0.032077775786964344
0.0005,0.0001,2,0.01,0,PMEC,0.022615367559955347,0.03298315793159154
0.0005,0.0001,2,0.01,0,VM,0.0,0.0
0.0005,0.0001,2,0.01,0,Other,0.02018694215035565,0.03241539480981626
0.0005,0.0001,2,0.01,1,PMEC,0.02301043412494367,0.032614314509654636
0.0005,0.0001,2,0.01,1,VM,0.0,0.0
0.0005,0.0001,2,0.01,1,Other,0.020934058851632294,0.032193409304786515
0.0005,0.0001,2,0.01,2,PMEC,0.023051682972050583,0.032289630436505616
0.0005,0.0001,2,0.01,2,VM,0.0,0.0
0.0005,0.0001,2,0.01,2,Other,0.02021606210260514,0.03207251437579496
0.0005,0.0001,2,0.05,0,PMEC,0.012492154923213672,0.04535095422749092
0.0005,0.0001,2,0.05,0,VM,0.0,0.0
0.0005,0.0001,2,0.05,0,Other,0.006436730159854857,0.04605605067807205
0.0005,0.0001,2,0.05,1,PMEC,0.011464446616022847,0.044462424030587526
0.0005,0.0001,2,0.05,1,VM,0.0,0.0
0.0005,0.0001,2,0.05,1,Other,0.006880331170662748,0.04625154691596967
0.0005,0.0001,2,0.05,2,PMEC,0.012144881112817252,0.04477027983814233
0.0005,0.0001,2,0.05,2,VM,0.0,0.0
0.0005,0.0001,2,0.05,2,Other,0.006904276350783022,0.046247965311818774
0.0005,0.0001,2,0.1,0,PMEC,0.008106220830103261,0.06738244885065948
0.0005,0.0001,2,0.1,0,VM,0.0,0.0
0.0005,0.0001,2,0.1,0,Other,0.004430948357260861,0.06897514893131976
0.0005,0.0001,2,0.1,1,PMEC,0.008136579732535771,0.06746332873015791
0.0005,0.0001,2,0.1,1,VM,0.0,0.0
0.0005,0.0001,2,0.1,1,Other,0.004690974933881388,0.06911772862236164
0.0005,0.0001,2,0.1,2,PMEC,0.006942030768161506,0.06743400081597432
0.0005,0.0001,2,0.1,2,VM,0.0,0.0
0.0005,0.0001,2,0.1,2,Other,0.004798218923534853,0.06931095219644617
0.0005,0.0005,0.75,0.001,0,PMEC,0.027462026541277818,0.029460351927259883
0.0005,0.0005,0.75,0.001,0,VM,0.0,0.0
0.0005,0.0005,0.75,0.001,0,Other,0.026286914747649857,0.028362771179685452
0.0005,0.0005,0.75,0.001,1,PMEC,0.027638477456439006,0.02935545445096515
0.0005,0.0005,0.75,0.001,1,VM,0.0,0.0
0.0005,0.0005,0.75,0.001,1,Other,0.026171731694847423,0.028083575645566083
0.0005,0.0005,0.75,0.001,2,PMEC,0.026471548592764536,0.028570117799668372
0.0005,0.0005,0.75,0.001,2,VM,0.0,0.0
0.0005,0.0005,0.75,0.001,2,Other,0.025689087369117562,0.027789980175354157
0.0005,0.0005,0.75,0.005,0,PMEC,0.02720945605956321,0.03215284049320748
0.0005,0.0005,0.75,0.005,0,VM,0.0,0.0
